Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Sales Goal,Sales Left,Sales Percent,Quantity,Quantity Goal,Quantity Left,Quantity Percent,Discount,Discount Goal,Discount Left,Discount Percent,Profit,Profit Goal,Profit Left,Profit Percent
1128,CA-2015-105970,3/2/15,3/7/15,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,24.7904,14.6304, 41.0 ,1,1.25,0.25, 80.0 ,0,0,0, -   ,2.6416,3.328416,0.686816, 79.4 
1129,CA-2015-105970,3/2/15,3/7/15,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,252.6624,150.7824, 40.3 ,6,6.18,0.18, 97.1 ,0,0,0, -   ,50.94,71.316,20.376, 71.4 
1130,CA-2016-112102,4/12/16,4/16/16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,1097.1048,753.1848, 31.3 ,4,5.32,1.32, 75.2 ,0,0,0, -   ,75.6624,143.75856,68.09616, 52.6 
1131,CA-2016-112102,4/12/16,4/16/16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,86.8988,45.9088, 47.2 ,1,1.27,0.27, 78.7 ,0,0,0, -   ,20.0851,20.0851,0, 100.0 
1132,CA-2016-112102,4/12/16,4/16/16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,70.929,7.029, 90.1 ,5,7.3,2.3, 68.5 ,0,0,0, -   ,28.755,51.47145,22.71645, 55.9 
1133,US-2016-114776,12/6/16,12/7/16,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,38.4912,19.0512, 50.5 ,3,4.29,1.29, 69.9 ,0,0,0, -   ,9.3312,17.26272,7.93152, 54.1 
1134,US-2016-134908,6/5/16,6/9/16,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,408.71424,284.10624, 30.5 ,4,6,2, 66.7 ,0.2,1.358,1.158, 14.7 ,-23.364,-30.84048,-7.47648, 75.8 
1135,US-2016-134908,6/5/16,6/9/16,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,8.5428,0.9828, 88.5 ,3,2.73,-0.27, 109.9 ,0.2,1.606,1.406, 12.5 ,2.646,3.94254,1.29654, 67.1 
1136,US-2016-148803,12/11/16,12/11/16,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,200.2764,115.0524, 42.6 ,3,2.73,-0.27, 109.9 ,0.2,0.856,0.656, 23.4 ,7.4571,9.619659,2.162559, 77.5 
1137,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,621.0432,333.5232, 46.3 ,8,11.68,3.68, 68.5 ,0,0,0, -   ,129.384,182.43144,53.04744, 70.9 
1138,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,50.868,13.188, 74.1 ,2,2.2,0.2, 90.9 ,0,0,0, -   ,10.5504,16.35312,5.80272, 64.5 
1139,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,34.5654,14.5854, 57.8 ,2,2.14,0.14, 93.5 ,0,0,0, -   ,8.991,13.30668,4.31568, 67.6 
1140,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,75.9402,55.3602, 27.1 ,7,7.07,0.07, 99.0 ,0,0,0, -   ,5.5566,6.834618,1.278018, 81.3 
1141,CA-2016-152170,11/12/16,11/15/16,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,46.4046,29.0246, 37.5 ,2,2.16,0.16, 92.6 ,0,0,0, -   ,8.69,17.2931,8.6031, 50.3 
1142,CA-2014-146969,9/29/14,10/3/14,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,699.732,495.132, 29.2 ,2,1.86,-0.14, 107.5 ,0,0,0, -   ,53.196,77.66616,24.47016, 68.5 
1143,CA-2014-146969,9/29/14,10/3/14,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,25.288,16.568, 34.5 ,4,4.96,0.96, 80.6 ,0,0,0, -   ,2.8776,5.122128,2.244528, 56.2 
1144,CA-2014-146969,9/29/14,10/3/14,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,14.904,8.424, 43.5 ,1,1.32,0.32, 75.8 ,0,0,0, -   ,3.1104,3.42144,0.31104, 90.9 
1145,CA-2014-146969,9/29/14,10/3/14,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,878.4896,192.1696, 78.1 ,2,1.9,-0.1, 105.3 ,0.2,1.448,1.248, 13.8 ,223.054,274.35642,51.30242, 81.3 
1146,CA-2014-146969,9/29/14,10/3/14,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,181.5656,119.3856, 34.2 ,1,1.5,0.5, 66.7 ,0,0,0, -   ,16.7886,27.533304,10.744704, 61.0 
1147,CA-2015-112452,4/4/15,4/4/15,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,779.33196,135.25596, 82.6 ,2,1.98,-0.02, 101.0 ,0.1,0.732,0.632, 13.7 ,107.346,199.66356,92.31756, 53.8 
1148,CA-2015-112452,4/4/15,4/4/15,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,15.8848,10.0448, 36.8 ,2,2.98,0.98, 67.1 ,0,0,0, -   ,2.628,3.70548,1.07748, 70.9 
1149,CA-2015-112452,4/4/15,4/4/15,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,27.1788,14.4188, 46.9 ,2,2.34,0.34, 85.5 ,0,0,0, -   ,5.8696,11.44572,5.57612, 51.3 
1150,CA-2015-112452,4/4/15,4/4/15,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,31.098,20.148, 35.2 ,1,1.39,0.39, 71.9 ,0,0,0, -   ,0.438,0.75774,0.31974, 57.8 
1151,CA-2015-112452,4/4/15,4/4/15,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,653.9782,53.9982, 91.7 ,2,2.26,0.26, 88.5 ,0,0,0, -   ,209.993,281.39062,71.39762, 74.6 
1152,CA-2015-113971,5/8/15,5/14/15,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,14.95008,6.59808, 55.9 ,6,8.82,2.82, 68.0 ,0.2,1.652,1.452, 12.1 ,1.2528,1.728864,0.476064, 72.5 
1153,CA-2017-160395,12/31/16,1/6/17,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,11.5752,7.9352, 31.4 ,2,2.52,0.52, 79.4 ,0,0,0, -   ,1.638,2.88288,1.24488, 56.8 
1154,CA-2017-160395,12/31/16,1/6/17,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,341.90352,182.13552, 46.7 ,7,9.66,2.66, 72.5 ,0.2,0.908,0.708, 22.0 ,53.9217,76.029597,22.107897, 70.9 
1155,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,320.8976,198.4176, 38.2 ,2,2.6,0.6, 76.9 ,0,0,0, -   ,0,0,0, -   
1156,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,4803.1872,2558.7072, 46.7 ,7,8.82,1.82, 79.4 ,0,0,0, -   ,493.7856,671.548416,177.762816, 73.5 
1157,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,242.3859,180.0759, 25.7 ,3,3.42,0.42, 87.7 ,0,0,0, -   ,29.2857,32.507127,3.221427, 90.1 
1158,CA-2014-136567,12/20/14,12/21/14,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,1724.829,1269.729, 26.4 ,2,2.1,0.1, 95.2 ,0,0,0, -   ,100.122,177.21594,77.09394, 56.5 
1159,CA-2016-149314,7/2/16,7/7/16,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,331.8128,136.6288, 58.8 ,1,1.22,0.22, 82.0 ,0.2,1.378,1.178, 14.5 ,19.5184,35.718672,16.200272, 54.6 
1160,CA-2017-147039,6/29/17,7/4/17,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,631.5156,268.5756, 57.5 ,3,3.63,0.63, 82.6 ,0,0,0, -   ,90.735,112.5114,21.7764, 80.6 
1161,CA-2017-147039,6/29/17,7/4/17,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,24.4648,12.9248, 47.2 ,2,1.98,-0.02, 101.0 ,0,0,0, -   ,5.77,8.7127,2.9427, 66.2 
1162,CA-2014-126522,9/1/14,9/5/14,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,121.9044,67.9644, 44.2 ,3,3.54,0.54, 84.7 ,0,0,0, -   ,15.6426,20.804658,5.162058, 75.2 
1163,CA-2014-127964,3/3/14,3/8/14,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,22.1778,12.1878, 45.0 ,1,1.05,0.05, 95.2 ,0,0,0, -   ,4.5954,4.549446,-0.045954, 101.0 
1164,CA-2014-127964,3/3/14,3/8/14,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,260.3232,134.5632, 48.3 ,3,2.73,-0.27, 109.9 ,0.2,1.286,1.086, 15.6 ,40.872,41.28072,0.40872, 99.0 
1165,CA-2014-127964,3/3/14,3/8/14,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,71.4024,46.0824, 35.5 ,5,5.9,0.9, 84.7 ,0.2,1.536,1.336, 13.0 ,9.1785,17.62272,8.44422, 52.1 
1166,CA-2014-117709,5/4/14,5/8/14,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,128.232,81.432, 36.5 ,4,3.6,-0.4, 111.1 ,0,0,0, -   ,21.06,23.3766,2.3166, 90.1 
1167,CA-2015-125416,11/2/15,11/2/15,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,640.5399,192.6099, 69.9 ,9,10.8,1.8, 83.3 ,0,0,0, -   ,49.2723,80.806572,31.534272, 61.0 
1168,CA-2017-145226,12/8/17,12/10/17,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,273.7,164.22, 40.0 ,2,1.88,-0.12, 106.4 ,0,0,0, -   ,33.9388,64.144332,30.205532, 52.9 
1169,CA-2017-145226,12/8/17,12/10/17,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,1045.3602,772.4202, 26.1 ,3,4.05,1.05, 74.1 ,0,0,0, -   ,0,0,0, -   
1170,CA-2017-145226,12/8/17,12/10/17,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,51.9048,32.4648, 37.5 ,3,4.32,1.32, 69.4 ,0,0,0, -   ,9.3312,15.489792,6.158592, 60.2 
1171,CA-2017-145226,12/8/17,12/10/17,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,89.6952,57.7752, 35.6 ,4,4.36,0.36, 91.7 ,0,0,0, -   ,8.2992,11.120928,2.821728, 74.6 
1172,US-2014-100279,3/10/14,3/14/14,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,47.4456,25.0656, 47.2 ,2,2.38,0.38, 84.0 ,0,0,0, -   ,10.7424,14.072544,3.330144, 76.3 
1173,CA-2014-158064,4/21/14,4/25/14,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,47.2472,30.7272, 35.0 ,5,7.45,2.45, 67.1 ,0.2,1.652,1.452, 12.1 ,5.5755,9.92439,4.34889, 56.2 
1174,US-2015-104430,10/22/15,10/26/15,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,6.93584,1.75984, 74.6 ,4,5.32,1.32, 75.2 ,0.8,5.136,4.336, 15.6 ,-7.764,-12.65532,-4.89132, 61.3 
1175,CA-2015-132080,8/22/15,8/25/15,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,196.43904,146.32704, 25.5 ,6,6.72,0.72, 89.3 ,0.2,1.388,1.188, 14.4 ,16.2864,24.755328,8.468928, 65.8 
1176,CA-2016-161207,8/29/16,9/3/16,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,94.6827,66.7527, 29.5 ,3,3.15,0.15, 95.2 ,0,0,0, -   ,8.0997,12.14955,4.04985, 66.7 
1177,CA-2014-120243,12/27/14,12/30/14,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,25.5476,13.9876, 45.2 ,4,5.92,1.92, 67.6 ,0,0,0, -   ,5.4332,6.845832,1.412632, 79.4 
1178,CA-2016-113621,12/1/16,12/5/16,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,615.825,443.325, 28.0 ,2,2.28,0.28, 87.7 ,0,0,0, -   ,51.75,98.325,46.575, 52.6 
1179,CA-2016-113621,12/1/16,12/5/16,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,226.7622,46.7922, 79.4 ,3,4.47,1.47, 67.1 ,0,0,0, -   ,44.9925,48.141975,3.149475, 93.5 
1180,CA-2016-168081,4/24/16,4/27/16,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77070,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,662.26176,403.56576, 39.1 ,3,4.32,1.32, 69.4 ,0.2,1.096,0.896, 18.2 ,64.674,88.60338,23.92938, 73.0 
1181,CA-2014-128146,6/21/14,6/25/14,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,2500.3377,1177.4077, 52.9 ,7,7.21,0.21, 97.1 ,0,0,0, -   ,357.1911,535.78665,178.59555, 66.7 
1182,CA-2014-128146,6/21/14,6/25/14,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,14.8896,11.1296, 25.3 ,2,2.42,0.42, 82.6 ,0,0,0, -   ,1.0904,1.788256,0.697856, 61.0 
1183,CA-2017-138779,1/14/17,1/15/17,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,63.92736,42.18336, 34.0 ,1,0.96,-0.04, 104.2 ,0.2,1.41,1.21, 14.2 ,7.3386,9.54018,2.20158, 76.9 
1184,CA-2017-138779,1/14/17,1/15/17,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,27.8784,19.9584, 28.4 ,5,6.8,1.8, 73.5 ,0.2,1.584,1.384, 12.6 ,0.693,0.79695,0.10395, 87.0 
1185,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,26.0064,13.9104, 46.5 ,7,7.42,0.42, 94.3 ,0.2,0.89,0.69, 22.5 ,4.2336,5.546016,1.312416, 76.3 
1186,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,1190.406,704.526, 40.8 ,6,9,3, 66.7 ,0,0,0, -   ,9.7176,18.074736,8.357136, 53.8 
1187,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,64.8,38.88, 40.0 ,4,3.92,-0.08, 102.0 ,0,0,0, -   ,12.4416,16.17408,3.73248, 76.9 
1188,CA-2014-127131,11/24/14,11/30/14,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,774.5136,576.9336, 25.5 ,2,2.56,0.56, 78.1 ,0,0,0, -   ,53.3466,69.884046,16.537446, 76.3 
1189,CA-2017-117212,2/26/17,2/28/17,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,218.7264,136.8064, 37.5 ,4,4.24,0.24, 94.3 ,0,0,0, -   ,22.1184,23.003136,0.884736, 96.2 
1190,CA-2017-117212,2/26/17,2/28/17,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,3282.38784,2392.85184, 27.1 ,8,12,4, 66.7 ,0.2,1.31,1.11, 15.3 ,66.7152,118.085904,51.370704, 56.5 
1191,CA-2017-117212,2/26/17,2/28/17,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3256.6176,2364.3936, 27.4 ,3,3.45,0.45, 87.0 ,0.2,1.52,1.32, 13.2 ,89.2224,157.031424,67.809024, 56.8 
1192,CA-2017-117212,2/26/17,2/28/17,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,452.3184,228.3984, 49.5 ,4,5.32,1.32, 75.2 ,0,0,0, -   ,109.7208,200.789064,91.068264, 54.6 
1193,CA-2017-117212,2/26/17,2/28/17,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,80.2264,57.1064, 28.8 ,4,4.68,0.68, 85.5 ,0,0,0, -   ,11.3288,16.540048,5.211248, 68.5 
1194,US-2015-130519,9/15/15,9/15/15,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,24.41664,8.86464, 63.7 ,3,2.91,-0.09, 103.1 ,0.2,1.538,1.338, 13.0 ,5.4432,10.396512,4.953312, 52.4 
1195,US-2015-130519,9/15/15,9/15/15,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15.712,25.76768,10.05568, 61.0 ,4,4.08,0.08, 98.0 ,0.2,0.848,0.648, 23.6 ,2.5532,3.395756,0.842556, 75.2 
1196,US-2015-130519,9/15/15,9/15/15,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,51.07104,26.39904, 48.3 ,2,2.38,0.38, 84.0 ,0.2,1.42,1.22, 14.1 ,2.1588,2.37468,0.21588, 90.9 
1197,US-2015-130519,9/15/15,9/15/15,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,91.78752,35.81952, 61.0 ,1,1.25,0.25, 80.0 ,0.2,1.546,1.346, 12.9 ,-2.0988,-3.064248,-0.965448, 68.5 
1198,CA-2016-130946,4/8/16,4/12/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,647.892,215.964, 66.7 ,9,10.35,1.35, 87.0 ,0.2,1.096,0.896, 18.2 ,64.7892,128.930508,64.141308, 50.3 
1199,CA-2016-130946,4/8/16,4/12/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,172.7712,76.7872, 55.6 ,4,5.04,1.04, 79.4 ,0.3,1.272,0.972, 23.6 ,-4.1136,-7.116528,-3.002928, 57.8 
1200,CA-2016-130946,4/8/16,4/12/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,1796.5068,707.7148, 60.6 ,4,3.88,-0.12, 103.1 ,0.8,6.128,5.328, 13.1 ,-1850.9464,-3239.1562,-1388.2098, 57.1 
1201,CA-2016-114727,7/18/16,7/24/16,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,1213.13784,669.12984, 44.8 ,3,4.14,1.14, 72.5 ,0.2,0.842,0.642, 23.8 ,40.8006,61.2009,20.4003, 66.7 
1202,CA-2016-114727,7/18/16,7/24/16,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,6.30864,4.43664, 29.7 ,3,2.76,-0.24, 108.7 ,0.7,4.564,3.864, 15.3 ,-1.4352,-2.167152,-0.731952, 66.2 
1203,CA-2016-114727,7/18/16,7/24/16,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,2674.12176,1819.76976, 31.9 ,3,3.99,0.99, 75.2 ,0.2,0.988,0.788, 20.2 ,10.6794,21.038418,10.359018, 50.8 
